ID,RegioS,Perioden,Totaal_2,Reactietijd0Tot15Minuten_3,Reactietijd15Tot30Minuten_4,Reactietijd30Tot45Minuten_5,Reactietijd45Tot60Minuten_6,Reactietijd60Tot120Minuten_7,ReactietijdMeerDan120Minuten_8
6853,GM0762,2020JJ00,455,342,91,12,3,6,1
6876,GM0150,2015JJ00,1001,926,54,10,3,7,1
6889,GM0150,2016JJ00,1359,1157,139,30,18,13,2
6902,GM0150,2017JJ00,1305,1149,112,27,7,7,3
6915,GM0150,2018JJ00,1237,1081,116,24,7,7,2
6928,GM0150,2019JJ00,1118,935,139,31,5,5,3
6941,GM0150,2020JJ00,1137,970,115,29,8,10,5
6964,GM0384,2015JJ00,663,566,73,11,4,6,3
6977,GM0384,2016JJ00,609,510,66,18,3,10,2
6990,GM0384,2017JJ00,631,550,57,16,3,2,3
7003,GM0384,2018JJ00,675,576,79,9,4,6,1
7016,GM0384,2019JJ00,667,577,73,11,2,4,0
7029,GM0384,2020JJ00,626,550,55,10,4,6,1
7052,GM1774,2015JJ00,144,104,35,3,1,1,0
7065,GM1774,2016JJ00,206,164,38,3,1,0,0
7078,GM1774,2017JJ00,204,153,46,5,0,0,0
7091,GM1774,2018JJ00,210,171,34,5,0,0,0
7104,GM1774,2019JJ00,206,161,40,4,1,0,0
7117,GM1774,2020JJ00,171,131,34,5,1,0,0
7140,GM0221,2015JJ00,124,95,24,2,1,2,0
7153,GM0221,2016JJ00,160,122,31,5,2,0,0
7166,GM0221,2017JJ00,162,123,31,4,1,3,0
7179,GM0221,2018JJ00,148,114,29,3,1,0,1
7192,GM0221,2019JJ00,114,92,19,3,0,0,0
7205,GM0221,2020JJ00,123,90,23,3,6,1,0
7228,GM0222,2015JJ00,532,490,33,6,1,2,0
7241,GM0222,2016JJ00,691,631,45,8,2,5,0
7254,GM0222,2017JJ00,734,648,69,10,6,1,0
7267,GM0222,2018JJ00,707,624,66,8,5,4,0
7280,GM0222,2019JJ00,598,541,39,13,1,3,1
7293,GM0222,2020JJ00,581,525,37,10,3,4,2
7316,GM0766,2015JJ00,178,151,17,6,1,3,0
7329,GM0766,2016JJ00,190,157,27,3,3,0,0
7342,GM0766,2017JJ00,178,154,18,4,0,2,0
7355,GM0766,2018JJ00,229,190,27,6,3,2,1
7368,GM0766,2019JJ00,290,254,29,5,1,1,0
7381,GM0766,2020JJ00,253,219,31,2,1,0,0
7404,GM0058,2015JJ00,200,148,40,5,5,2,0
7417,GM0058,2016JJ00,280,231,40,6,1,2,0
7430,GM0058,2017JJ00,207,162,43,1,0,0,1
7443,GM0058,2018JJ00,200,165,30,4,0,1,0
7456,GM0058,2019JJ00,2,2,0,0,0,0,0
7469,GM0058,2020JJ00,0,0,0,0,0,0,0
7492,GM0505,2015JJ00,2370,2213,112,25,8,9,3
7505,GM0505,2016JJ00,2555,2325,168,38,5,17,2
7518,GM0505,2017JJ00,2346,2130,165,28,10,11,2
7531,GM0505,2018JJ00,2464,2127,230,53,15,30,9
7544,GM0505,2019JJ00,2459,2071,265,52,21,37,13
7557,GM0505,2020JJ00,2402,2072,220,58,21,25,6
7580,GM0498,2015JJ00,145,124,17,2,0,2,0
7593,GM0498,2016JJ00,237,202,27,7,1,0,0
7606,GM0498,2017JJ00,278,235,34,5,2,1,1
7619,GM0498,2018JJ00,218,192,23,3,0,0,0
7632,GM0498,2019JJ00,218,194,21,2,0,1,0
7645,GM0498,2020JJ00,175,145,23,3,1,2,1
7668,GM1719,2015JJ00,176,141,30,3,1,1,0
7681,GM1719,2016JJ00,180,142,33,1,2,1,1
7694,GM1719,2017JJ00,209,157,46,4,0,1,1
7707,GM1719,2018JJ00,280,211,64,2,2,0,1
7720,GM1719,2019JJ00,328,233,83,5,3,2,2
7733,GM1719,2020JJ00,331,240,81,5,2,3,0
7756,GM0303,2015JJ00,463,371,66,13,4,7,2
7769,GM0303,2016JJ00,596,465,91,20,8,10,2
7782,GM0303,2017JJ00,535,405,95,17,7,9,1
7795,GM0303,2018JJ00,585,455,87,23,11,7,2
7808,GM0303,2019JJ00,486,383,73,16,4,7,3
7821,GM0303,2020JJ00,489,376,77,12,7,11,6
7844,GM0225,2015JJ00,211,156,45,5,1,2,2
7857,GM0225,2016JJ00,174,123,38,7,2,4,0
7870,GM0225,2017JJ00,265,201,56,3,1,3,0
7883,GM0225,2018JJ00,255,173,70,5,6,1,0
7896,GM0225,2019JJ00,161,106,44,8,1,2,0
7909,GM0225,2020JJ00,174,113,57,2,1,1,0
7932,GM0226,2015JJ00,373,331,33,7,2,0,0
7945,GM0226,2016JJ00,371,330,28,7,0,3,3
7958,GM0226,2017JJ00,403,364,28,10,0,1,0
7971,GM0226,2018JJ00,461,420,34,2,3,2,0
7984,GM0226,2019JJ00,353,319,28,4,2,0,0
7997,GM0226,2020JJ00,413,363,28,11,6,4,1
8020,GM1711,2015JJ00,354,294,43,8,2,5,2
8033,GM1711,2016JJ00,404,352,41,8,1,0,2
8046,GM1711,2017JJ00,472,383,62,14,5,7,0
8059,GM1711,2018JJ00,473,393,69,5,4,2,0
8072,GM1711,2019JJ00,528,460,56,6,2,4,0
8085,GM1711,2020JJ00,489,425,57,5,1,1,0
8108,GM0385,2015JJ00,277,250,18,7,1,1,0
8121,GM0385,2016JJ00,389,317,55,9,2,5,1
8134,GM0385,2017JJ00,444,379,50,11,2,2,0
8147,GM0385,2018JJ00,382,334,36,11,1,0,0
8160,GM0385,2019JJ00,339,285,45,2,6,0,1
8173,GM0385,2020JJ00,301,243,46,11,1,0,0
8196,GM0228,2015JJ00,1712,1471,189,27,9,11,5
8209,GM0228,2016JJ00,2050,1674,287,39,23,20,7
8222,GM0228,2017JJ00,2049,1735,240,36,13,22,3
8235,GM0228,2018JJ00,2296,1955,253,40,22,22,4
8248,GM0228,2019JJ00,1820,1548,194,41,17,13,6
8261,GM0228,2020JJ00,1753,1506,189,33,12,8,5
8284,GM0317,2015JJ00,147,135,9,1,1,0,1
8297,GM0317,2016JJ00,144,125,16,0,1,2,0
8310,GM0317,2017JJ00,197,170,25,2,0,0,0
8323,GM0317,2018JJ00,214,189,25,0,0,0,0
8336,GM0317,2019JJ00,195,170,19,4,0,1,1
8349,GM0317,2020JJ00,224,196,22,4,1,1,0
8372,GM1979,2015JJ00,0,0,0,0,0,0,0
8385,GM1979,2016JJ00,0,0,0,0,0,0,0
8398,GM1979,2017JJ00,0,0,0,0,0,0,0
8411,GM1979,2018JJ00,0,0,0,0,0,0,0
8424,GM1979,2019JJ00,0,0,0,0,0,0,0
8437,GM1979,2020JJ00,0,0,0,0,0,0,0
8460,GM1651,2015JJ00,156,94,48,10,3,0,1
8473,GM1651,2016JJ00,184,136,42,4,0,0,2
8486,GM1651,2017JJ00,166,129,30,4,1,2,0
8499,GM1651,2018JJ00,161,117,36,3,4,0,1
8512,GM1651,2019JJ00,0,0,0,0,0,0,0
8525,GM1651,2020JJ00,0,0,0,0,0,0,0
8548,GM0770,2015JJ00,283,239,39,2,0,2,1
8561,GM0770,2016JJ00,306,233,58,5,5,2,3
8574,GM0770,2017JJ00,274,213,53,3,3,2,0
8587,GM0770,2018JJ00,301,246,42,9,1,3,0
8600,GM0770,2019JJ00,251,201,41,5,2,2,0
8613,GM0770,2020JJ00,266,218,35,10,3,0,0
8636,GM1903,2015JJ00,199,141,44,12,0,2,0
8649,GM1903,2016JJ00,203,136,54,12,0,1,0
8662,GM1903,2017JJ00,216,155,51,7,0,2,1
8675,GM1903,2018JJ00,259,200,51,3,0,5,0
8688,GM1903,2019JJ00,251,210,33,6,1,1,0
8701,GM1903,2020JJ00,235,195,35,5,0,0,0
8724,GM0772,2015JJ00,6331,5515,628,100,40,37,11
8737,GM0772,2016JJ00,6868,5811,814,141,43,46,13
8750,GM0772,2017JJ00,6441,5388,777,156,59,51,10
8763,GM0772,2018JJ00,6554,5578,726,142,45,51,12
8776,GM0772,2019JJ00,6385,5491,696,109,34,41,13
8789,GM0772,2020JJ00,5978,5231,568,97,27,48,7
8812,GM0230,2015JJ00,183,145,33,4,1,0,0
8825,GM0230,2016JJ00,199,159,38,2,0,0,0
8838,GM0230,2017JJ00,229,192,32,2,2,1,0
8851,GM0230,2018JJ00,208,170,31,5,0,2,0
8864,GM0230,2019JJ00,186,149,34,3,0,0,0
8877,GM0230,2020JJ00,163,124,30,6,0,3,0
8900,GM0114,2015JJ00,1795,1415,292,40,21,23,4
8913,GM0114,2016JJ00,1982,1617,287,44,12,18,4
8926,GM0114,2017JJ00,1546,1277,210,31,13,11,4
8939,GM0114,2018JJ00,1542,1237,239,36,14,16,0
8952,GM0114,2019JJ00,1591,1256,255,45,18,16,0
8965,GM0114,2020JJ00,1551,1259,208,50,19,12,2
8988,GM0388,2015JJ00,174,152,19,2,1,0,0
9001,GM0388,2016JJ00,270,221,38,9,1,0,1
9014,GM0388,2017JJ00,293,235,46,6,3,3,0
9027,GM0388,2018JJ00,242,196,41,4,1,0,0
9040,GM0388,2019JJ00,260,206,40,7,5,2,0
9053,GM0388,2020JJ00,217,165,37,11,2,2,0
9076,GM0153,2015JJ00,1741,1533,163,21,6,13,5
9089,GM0153,2016JJ00,1619,1439,135,29,9,6,1
9102,GM0153,2017JJ00,1820,1646,139,23,3,3,6
9115,GM0153,2018JJ00,1888,1717,126,23,5,11,6
9128,GM0153,2019JJ00,1687,1502,137,27,10,7,3
9141,GM0153,2020JJ00,1551,1394,112,25,10,8,2
9164,GM0232,2015JJ00,276,227,37,10,2,0,0
9177,GM0232,2016JJ00,334,270,55,5,1,3,0
9190,GM0232,2017JJ00,387,306,67,9,3,1,1
9203,GM0232,2018JJ00,354,282,60,8,1,3,0
9216,GM0232,2019JJ00,281,214,47,8,7,4,1
9229,GM0232,2020JJ00,296,234,48,6,2,5,1
9252,GM0233,2015JJ00,358,313,34,5,2,2,2
9265,GM0233,2016JJ00,392,313,58,8,5,7,1
9278,GM0233,2017JJ00,364,308,32,16,5,2,1
9291,GM0233,2018JJ00,353,306,34,8,1,2,2
9304,GM0233,2019JJ00,320,277,27,13,1,2,0
9317,GM0233,2020JJ00,324,288,24,5,2,3,2
9340,GM0777,2015JJ00,477,428,34,6,2,2,5
9353,GM0777,2016JJ00,471,405,45,12,5,4,0
9366,GM0777,2017JJ00,529,465,47,9,2,6,0
9379,GM0777,2018JJ00,581,502,59,13,3,4,0
9392,GM0777,2019JJ00,779,668,86,13,3,8,1
9405,GM0777,2020JJ00,706,601,77,17,6,5,0
9428,GM1722,2015JJ00,58,24,26,2,5,1,0
9441,GM1722,2016JJ00,77,46,25,2,1,3,0
9454,GM1722,2017JJ00,54,39,14,1,0,0,0
9467,GM1722,2018JJ00,70,51,19,0,0,0,0
9480,GM1722,2019JJ00,1,0,1,0,0,0,0
9493,GM1722,2020JJ00,0,0,0,0,0,0,0
9516,GM0070,2015JJ00,239,178,48,6,5,2,0
9529,GM0070,2016JJ00,278,214,47,12,2,3,0
9542,GM0070,2017JJ00,211,168,35,4,3,1,0
9555,GM0070,2018JJ00,0,0,0,0,0,0,0
9568,GM0070,2019JJ00,0,0,0,0,0,0,0
9581,GM0070,2020JJ00,0,0,0,0,0,0,0
9604,GM1921,2015JJ00,0,0,0,0,0,0,0
9617,GM1921,2016JJ00,0,0,0,0,0,0,0
9630,GM1921,2017JJ00,0,0,0,0,0,0,0
9643,GM1921,2018JJ00,0,0,0,0,0,0,0
9656,GM1921,2019JJ00,0,0,0,0,0,0,0
9669,GM1921,2020JJ00,0,0,0,0,0,0,0
9692,GM1940,2015JJ00,728,516,163,30,8,9,2
9705,GM1940,2016JJ00,842,657,147,26,8,4,0
9718,GM1940,2017JJ00,709,553,122,21,5,8,0
9731,GM1940,2018JJ00,656,526,95,21,8,5,1
9744,GM1940,2019JJ00,655,476,135,18,11,14,1
9757,GM1940,2020JJ00,591,434,125,19,7,5,1
9780,GM0779,2015JJ00,225,196,23,5,0,1,0
9793,GM0779,2016JJ00,268,233,30,3,0,2,0
9806,GM0779,2017JJ00,311,259,42,8,1,1,0
9819,GM0779,2018JJ00,345,277,58,6,4,0,0
9832,GM0779,2019JJ00,386,321,51,6,6,2,0
9845,GM0779,2020JJ00,345,295,41,8,0,1,0
9868,GM0236,2015JJ00,492,403,67,14,2,4,2
9881,GM0236,2016JJ00,494,410,69,7,3,5,0
9894,GM0236,2017JJ00,673,522,127,12,8,2,2
9907,GM0236,2018JJ00,596,486,88,11,4,5,2
9920,GM0236,2019JJ00,3,2,0,1,0,0,0
9933,GM0236,2020JJ00,0,0,0,0,0,0,0
9956,GM1771,2015JJ00,674,579,76,12,3,2,2
9969,GM1771,2016JJ00,733,607,97,16,5,5,3
9982,GM1771,2017JJ00,666,566,68,21,5,3,3
9995,GM1771,2018JJ00,709,577,106,12,7,5,2
10008,GM1771,2019JJ00,636,522,90,16,3,5,0
10021,GM1771,2020JJ00,593,490,85,11,5,2,0
10044,GM1652,2015JJ00,342,276,45,7,9,3,2
10057,GM1652,2016JJ00,397,331,49,9,2,5,1
10070,GM1652,2017JJ00,393,293,80,7,5,5,3
10083,GM1652,2018JJ00,385,300,72,8,3,2,0
10096,GM1652,2019JJ00,346,265,68,10,2,1,0
10109,GM1652,2020JJ00,342,267,57,14,3,1,0
10132,GM0907,2015JJ00,156,130,23,1,1,1,0
10145,GM0907,2016JJ00,183,141,34,4,1,3,0
10158,GM0907,2017JJ00,196,153,34,5,0,3,1
10171,GM0907,2018JJ00,199,161,32,4,2,0,0
10184,GM0907,2019JJ00,258,208,44,3,2,1,0
10197,GM0907,2020JJ00,226,188,30,6,2,0,0
10220,GM0689,2015JJ00,149,122,22,1,1,1,2
10233,GM0689,2016JJ00,145,125,17,2,0,1,0
10246,GM0689,2017JJ00,153,130,20,2,0,1,0
10259,GM0689,2018JJ00,166,125,33,5,2,1,0
10272,GM0689,2019JJ00,2,2,0,0,0,0,0
10285,GM0689,2020JJ00,0,0,0,0,0,0,0
10308,GM0784,2015JJ00,297,263,29,3,1,1,0
10321,GM0784,2016JJ00,306,261,34,6,2,3,0
10334,GM0784,2017JJ00,334,285,36,8,2,3,0
10347,GM0784,2018JJ00,336,293,29,8,4,1,1
10360,GM0784,2019JJ00,438,381,47,6,2,2,0
10373,GM0784,2020JJ00,442,377,51,9,3,2,0
10396,GM1924,2015JJ00,1231,702,404,76,26,16,7
10409,GM1924,2016JJ00,989,552,339,60,19,9,10
10422,GM1924,2017JJ00,611,388,186,21,7,5,4
10435,GM1924,2018JJ00,607,344,210,29,10,9,5
10448,GM1924,2019JJ00,632,377,201,34,7,10,3
10461,GM1924,2020JJ00,662,389,222,30,8,9,4
10484,GM0664,2015JJ00,827,684,92,21,11,16,3
10497,GM0664,2016JJ00,697,577,87,21,5,5,2
10510,GM0664,2017JJ00,705,575,104,12,4,7,3
10523,GM0664,2018JJ00,757,636,96,15,3,6,1
10536,GM0664,2019JJ00,815,676,113,11,9,4,2
10549,GM0664,2020JJ00,786,676,84,11,6,9,0
10572,GM0785,2015JJ00,202,187,11,2,1,1,0
10585,GM0785,2016JJ00,205,185,18,2,0,0,0
10598,GM0785,2017JJ00,214,185,21,6,1,0,1
10611,GM0785,2018JJ00,250,214,27,5,1,2,1
10624,GM0785,2019JJ00,294,250,34,5,4,1,0
10637,GM0785,2020JJ00,272,239,23,6,3,1,0
10660,GM1942,2015JJ00,1085,967,88,16,4,4,6
10673,GM1942,2016JJ00,1064,897,121,24,10,10,1
10686,GM1942,2017JJ00,913,784,90,20,8,10,1
10699,GM1942,2018JJ00,1103,963,104,24,8,2,0
10712,GM1942,2019JJ00,1043,937,80,16,4,6,0
10725,GM1942,2020JJ00,997,891,71,16,8,10,1
10748,GM0512,2015JJ00,566,535,26,3,0,1,1
10761,GM0512,2016JJ00,620,561,45,11,1,0,2
10774,GM0512,2017JJ00,646,582,45,11,6,2,0
10787,GM0512,2018JJ00,651,555,74,14,3,3,2
10800,GM0512,2019JJ00,655,554,72,15,4,7,3
10813,GM0512,2020JJ00,659,576,68,5,3,6,1
10836,GM0513,2015JJ00,840,750,68,6,5,9,2
10849,GM0513,2016JJ00,833,726,84,14,2,5,2
10862,GM0513,2017JJ00,952,847,78,17,5,4,1
10875,GM0513,2018JJ00,932,807,104,9,8,3,1
10888,GM0513,2019JJ00,960,824,102,19,5,7,3
10901,GM0513,2020JJ00,1056,905,101,30,10,8,2
10924,GM0786,2015JJ00,117,97,16,1,1,1,1
10937,GM0786,2016JJ00,182,150,28,4,0,0,0
10950,GM0786,2017JJ00,175,130,40,1,2,2,0
10963,GM0786,2018JJ00,202,150,42,8,0,1,1
10976,GM0786,2019JJ00,227,173,42,8,3,1,0
10989,GM0786,2020JJ00,158,113,33,5,6,1,0
11012,GM0518,2015JJ00,11619,10863,501,112,39,57,45
11025,GM0518,2016JJ00,10365,9519,601,134,48,44,16
11038,GM0518,2017JJ00,10256,9430,607,118,29,44,27
11051,GM0518,2018JJ00,10624,9642,723,125,55,54,25
11064,GM0518,2019JJ00,10989,9861,829,146,55,57,38
11077,GM0518,2020JJ00,12021,10220,1161,313,118,145,63
11100,GM0241,2015JJ00,0,0,0,0,0,0,0
11113,GM0241,2016JJ00,0,0,0,0,0,0,0
11126,GM0241,2017JJ00,0,0,0,0,0,0,0
11139,GM0241,2018JJ00,0,0,0,0,0,0,0
11152,GM0241,2019JJ00,0,0,0,0,0,0,0
11165,GM0241,2020JJ00,0,0,0,0,0,0,0
11188,GM0014,2015JJ00,5083,4365,508,122,43,32,12
11201,GM0014,2016JJ00,5193,4447,536,117,42,38,13
11214,GM0014,2017JJ00,4352,3824,389,77,28,26,8
11227,GM0014,2018JJ00,3833,3414,287,74,25,22,11
11240,GM0014,2019JJ00,4402,3831,389,103,39,29,11
11253,GM0014,2020JJ00,3858,3373,330,83,43,23,6
11276,GM0015,2015JJ00,106,53,43,8,1,0,1
11289,GM0015,2016JJ00,107,67,34,4,2,0,0
11302,GM0015,2017JJ00,95,69,21,3,0,1,1
11315,GM0015,2018JJ00,82,61,20,1,0,0,0
11328,GM0015,2019JJ00,1,1,0,0,0,0,0
11341,GM0015,2020JJ00,0,0,0,0,0,0,0
11364,GM1729,2015JJ00,117,80,31,4,0,2,0
11377,GM1729,2016JJ00,129,92,31,4,1,1,0
11390,GM1729,2017JJ00,128,77,46,3,1,1,0
11403,GM1729,2018JJ00,146,100,43,1,1,1,0
11416,GM1729,2019JJ00,137,109,23,3,2,0,0
11429,GM1729,2020JJ00,138,102,34,1,1,0,0
11452,GM0158,2015JJ00,169,127,37,5,0,0,0
11465,GM0158,2016JJ00,154,95,54,5,0,0,0
11478,GM0158,2017JJ00,199,140,49,7,0,2,1
11491,GM0158,2018JJ00,235,140,89,4,1,0,1
11504,GM0158,2019JJ00,156,117,34,4,0,1,0
11517,GM0158,2020JJ00,161,114,41,3,1,2,0
11540,GM0788,2015JJ00,164,118,41,3,1,1,0
11553,GM0788,2016JJ00,194,140,45,6,1,2,0
11566,GM0788,2017JJ00,235,157,63,8,4,2,1
11579,GM0788,2018JJ00,200,129,58,6,3,2,2
11592,GM0788,2019JJ00,193,105,78,7,1,2,0
11605,GM0788,2020JJ00,194,127,59,2,4,2,0
11628,GM0392,2015JJ00,2835,2576,179,34,12,23,11
11641,GM0392,2016JJ00,3832,3515,224,47,18,15,12
11654,GM0392,2017JJ00,3721,3376,235,60,21,21,8
11667,GM0392,2018JJ00,3400,3084,209,65,17,17,8
11680,GM0392,2019JJ00,3349,2973,267,61,25,18,5
11693,GM0392,2020JJ00,2729,2400,229,55,21,20,4
11716,GM0393,2015JJ00,130,104,20,5,0,1,0
11729,GM0393,2016JJ00,223,190,21,7,3,1,1
11742,GM0393,2017JJ00,225,178,40,4,0,2,1
11755,GM0393,2018JJ00,261,211,40,8,0,2,0
11768,GM0393,2019JJ00,0,0,0,0,0,0,0
11781,GM0393,2020JJ00,0,0,0,0,0,0,0
11804,GM0394,2015JJ00,2421,2019,309,47,14,24,8
11817,GM0394,2016JJ00,3574,3061,408,67,17,19,2
11830,GM0394,2017JJ00,4067,3542,407,70,19,20,9
11843,GM0394,2018JJ00,3501,3019,370,61,21,26,4
11856,GM0394,2019JJ00,3892,3254,470,95,38,27,6
11869,GM0394,2020JJ00,3100,2557,416,61,29,33,4
11892,GM1655,2015JJ00,256,234,17,1,1,3,0
11905,GM1655,2016JJ00,282,241,34,5,2,0,0
11918,GM1655,2017JJ00,309,265,37,4,1,1,1
11931,GM1655,2018JJ00,386,310,59,8,3,6,0
11944,GM1655,2019JJ00,612,497,96,10,7,2,0
11957,GM1655,2020JJ00,459,376,64,13,1,5,0
11980,GM0160,2015JJ00,425,367,51,4,2,1,0
11993,GM0160,2016JJ00,511,438,61,5,3,3,1
12006,GM0160,2017JJ00,521,444,59,9,4,4,1
12019,GM0160,2018JJ00,500,402,81,11,5,1,0
12032,GM0160,2019JJ00,461,366,75,12,3,3,2
12045,GM0160,2020JJ00,465,383,59,13,3,6,1
12068,GM0243,2015JJ00,512,482,19,5,3,3,0
12081,GM0243,2016JJ00,599,519,56,14,2,5,3
12094,GM0243,2017JJ00,594,520,50,16,3,4,1
12107,GM0243,2018JJ00,565,486,60,6,5,5,3
12120,GM0243,2019JJ00,538,469,52,7,4,5,1
12133,GM0243,2020JJ00,560,478,56,17,4,3,2
12156,GM0523,2015JJ00,183,153,23,5,0,2,0
12169,GM0523,2016JJ00,191,159,29,3,0,0,0
12182,GM0523,2017JJ00,239,206,25,7,0,1,0
12195,GM0523,2018JJ00,233,173,50,6,3,1,0
12208,GM0523,2019JJ00,240,181,49,3,3,4,0
12221,GM0523,2020JJ00,222,179,33,3,3,2,2
12244,GM0017,2015JJ00,283,231,32,9,3,8,0
12257,GM0017,2016JJ00,330,268,50,7,3,1,1
12270,GM0017,2017JJ00,260,214,32,9,1,3,1
12283,GM0017,2018JJ00,250,209,31,7,1,2,0
12296,GM0017,2019JJ00,0,0,0,0,0,0,0
12309,GM0017,2020JJ00,0,0,0,0,0,0,0
12332,GM0072,2015JJ00,203,148,37,12,3,1,2
12345,GM0072,2016JJ00,216,185,22,3,3,2,1
12358,GM0072,2017JJ00,190,153,29,5,0,3,0
12371,GM0072,2018JJ00,215,170,30,10,2,2,1
12384,GM0072,2019JJ00,194,162,26,4,2,0,0
12397,GM0072,2020JJ00,169,131,31,4,3,0,0
12420,GM0244,2015JJ00,135,103,28,2,1,1,0
12433,GM0244,2016JJ00,157,131,25,1,0,0,0
12446,GM0244,2017JJ00,172,127,38,3,1,3,0
12459,GM0244,2018JJ00,159,134,22,3,0,0,0
12472,GM0244,2019JJ00,139,117,19,2,0,0,1
12485,GM0244,2020JJ00,153,116,34,0,1,1,1
12508,GM0396,2015JJ00,509,453,38,8,5,5,0
12521,GM0396,2016JJ00,668,615,36,11,3,2,1
12534,GM0396,2017JJ00,625,568,48,2,2,5,0
12547,GM0396,2018JJ00,610,546,46,9,3,2,4
12560,GM0396,2019JJ00,617,540,57,13,3,4,0
12573,GM0396,2020JJ00,466,394,54,11,3,3,1
12596,GM0397,2015JJ00,285,263,18,3,0,1,0
12609,GM0397,2016JJ00,484,446,28,6,2,2,0
12622,GM0397,2017JJ00,465,428,29,4,1,3,0
12635,GM0397,2018JJ00,409,363,34,9,1,2,0
12648,GM0397,2019JJ00,386,350,25,8,1,1,1
12661,GM0397,2020JJ00,327,286,33,5,2,1,0
12684,GM0246,2015JJ00,147,125,20,0,0,2,0
12697,GM0246,2016JJ00,186,145,30,3,5,3,0
12710,GM0246,2017JJ00,184,147,25,9,3,0,0
12723,GM0246,2018JJ00,182,147,26,5,1,3,0
12736,GM0246,2019JJ00,158,124,29,4,1,0,0
12749,GM0246,2020JJ00,154,119,28,2,2,2,1
12772,GM0074,2015JJ00,780,630,107,23,15,2,3
12785,GM0074,2016JJ00,920,747,128,23,10,9,3
12798,GM0074,2017JJ00,764,655,74,18,3,12,2
12811,GM0074,2018JJ00,711,590,92,10,10,9,0
12824,GM0074,2019JJ00,759,630,104,18,4,3,0
12837,GM0074,2020JJ00,712,578,112,17,5,0,0
12860,GM0398,2015JJ00,614,555,45,5,6,3,0
12873,GM0398,2016JJ00,1010,895,80,23,5,5,2
12886,GM0398,2017JJ00,940,830,76,22,7,5,0
12899,GM0398,2018JJ00,811,729,65,13,2,1,1
12912,GM0398,2019JJ00,817,717,78,12,3,5,1
12925,GM0398,2020JJ00,742,611,89,27,10,5,0
12948,GM0917,2015JJ00,1418,1165,193,31,13,11,5
12961,GM0917,2016JJ00,1494,1223,197,37,13,13,10
12974,GM0917,2017JJ00,1572,1306,192,36,13,19,6
12987,GM0917,2018JJ00,1802,1551,198,34,7,9,3
13000,GM0917,2019JJ00,1860,1685,133,25,9,7,1
13013,GM0917,2020JJ00,1930,1757,124,24,9,13,3
13036,GM1658,2015JJ00,243,184,48,5,2,4,0
13049,GM1658,2016JJ00,263,200,50,6,4,2,1
13062,GM1658,2017JJ00,272,216,44,10,1,1,0
13075,GM1658,2018JJ00,287,224,48,7,4,4,0
13088,GM1658,2019JJ00,251,189,51,4,4,3,0
13101,GM1658,2020JJ00,250,195,45,6,2,2,0
13124,GM0399,2015JJ00,202,172,25,3,0,1,1
13137,GM0399,2016JJ00,345,281,52,11,0,1,0
13150,GM0399,2017JJ00,397,325,55,10,5,2,0
13163,GM0399,2018JJ00,326,274,41,5,3,3,0
13176,GM0399,2019JJ00,277,222,45,6,1,2,1
13189,GM0399,2020JJ00,243,194,38,5,2,4,0
13212,GM0400,2015JJ00,777,708,46,14,3,3,3
13225,GM0400,2016JJ00,1183,1037,96,32,8,7,3
13238,GM0400,2017JJ00,1116,977,87,30,9,11,2
13251,GM0400,2018JJ00,971,862,76,21,6,5,1
13264,GM0400,2019JJ00,995,866,90,24,5,8,2
13277,GM0400,2020JJ00,950,803,95,33,10,6,3
13300,GM0163,2015JJ00,205,181,21,2,1,0,0
13313,GM0163,2016JJ00,251,218,28,4,0,1,0
13326,GM0163,2017JJ00,231,197,29,3,0,0,2
13339,GM0163,2018JJ00,237,208,23,3,2,1,0
13352,GM0163,2019JJ00,215,182,25,6,1,1,0
13365,GM0163,2020JJ00,217,183,24,5,2,3,0
13388,GM0530,2015JJ00,1239,1013,174,35,6,8,3
13401,GM0530,2016JJ00,932,791,108,19,5,5,4
13414,GM0530,2017JJ00,576,471,81,10,2,9,3
13427,GM0530,2018JJ00,537,451,56,10,6,10,4
13440,GM0530,2019JJ00,606,514,74,6,4,4,4
13453,GM0530,2020JJ00,650,547,73,13,10,6,1
13476,GM0794,2015JJ00,1951,1709,185,28,11,13,5
13489,GM0794,2016JJ00,2077,1778,230,43,12,7,7
13502,GM0794,2017JJ00,2039,1780,203,31,10,11,4
13515,GM0794,2018JJ00,2178,1881,236,37,8,15,1
13528,GM0794,2019JJ00,1999,1753,193,28,10,11,4
13541,GM0794,2020JJ00,1942,1701,186,30,12,8,5
13564,GM0531,2015JJ00,291,260,27,1,0,2,0
13577,GM0531,2016JJ00,318,296,20,1,0,1,0
13590,GM0531,2017JJ00,343,304,31,5,0,3,0
13603,GM0531,2018JJ00,355,305,35,8,4,3,0
13616,GM0531,2019JJ00,347,303,34,6,1,2,1
13629,GM0531,2020JJ00,356,303,40,8,2,3,0
13652,GM0164,2015JJ00,826,727,78,12,6,3,0
13665,GM0164,2016JJ00,870,791,61,12,2,2,2
13678,GM0164,2017JJ00,911,827,65,10,6,1,2
13691,GM0164,2018JJ00,951,841,87,16,5,2,0
13704,GM0164,2019JJ00,810,720,63,17,2,8,0
13717,GM0164,2020JJ00,689,607,65,7,5,5,0
13740,GM0796,2015JJ00,2825,2459,266,48,21,23,7
13753,GM0796,2016JJ00,3391,2987,268,61,34,25,16
13766,GM0796,2017JJ00,3461,2934,371,80,33,34,9
