ID,RegioS,Perioden,Totaal_2,Reactietijd0Tot15Minuten_3,Reactietijd15Tot30Minuten_4,Reactietijd30Tot45Minuten_5,Reactietijd45Tot60Minuten_6,Reactietijd60Tot120Minuten_7,ReactietijdMeerDan120Minuten_8
13779,GM0796,2018JJ00,3458,2855,459,85,22,31,6
13792,GM0796,2019JJ00,3654,3047,457,85,32,23,10
13805,GM0796,2020JJ00,3363,2854,381,83,24,16,5
13828,GM0252,2015JJ00,227,179,39,5,0,2,2
13841,GM0252,2016JJ00,240,178,48,4,4,4,2
13854,GM0252,2017JJ00,283,225,49,6,1,2,0
13867,GM0252,2018JJ00,278,206,62,5,4,1,0
13880,GM0252,2019JJ00,206,147,50,5,1,2,1
13893,GM0252,2020JJ00,188,148,29,8,3,0,0
13916,GM0797,2015JJ00,527,472,40,8,4,3,0
13929,GM0797,2016JJ00,640,558,62,12,2,5,1
13942,GM0797,2017JJ00,668,550,91,12,8,5,2
13955,GM0797,2018JJ00,615,500,84,14,6,9,2
13968,GM0797,2019JJ00,673,556,88,12,7,9,1
13981,GM0797,2020JJ00,638,517,90,13,8,10,0
14004,GM0534,2015JJ00,212,180,25,2,2,1,2
14017,GM0534,2016JJ00,250,209,35,4,1,1,0
14030,GM0534,2017JJ00,261,211,44,4,1,1,0
14043,GM0534,2018JJ00,259,207,47,2,2,1,0
14056,GM0534,2019JJ00,278,221,53,1,1,2,0
14069,GM0534,2020JJ00,261,197,50,6,4,4,0
14092,GM0798,2015JJ00,154,129,22,2,1,0,0
14105,GM0798,2016JJ00,194,166,25,2,1,0,0
14118,GM0798,2017JJ00,139,108,24,5,2,0,0
14131,GM0798,2018JJ00,173,123,42,5,2,1,0
14144,GM0798,2019JJ00,208,175,27,4,0,2,0
14157,GM0798,2020JJ00,243,182,55,3,2,1,0
14180,GM0402,2015JJ00,1569,1396,112,30,16,10,2
14193,GM0402,2016JJ00,1541,1338,141,42,7,11,2
14206,GM0402,2017JJ00,1489,1299,131,31,8,14,6
14219,GM0402,2018JJ00,1637,1461,131,20,11,11,2
14232,GM0402,2019JJ00,1645,1450,128,31,14,16,3
14245,GM0402,2020JJ00,1514,1353,101,34,10,10,6
14268,GM1963,2015JJ00,0,0,0,0,0,0,0
14281,GM1963,2016JJ00,0,0,0,0,0,0,0
14294,GM1963,2017JJ00,0,0,0,0,0,0,0
14307,GM1963,2018JJ00,0,0,0,0,0,0,0
14320,GM1963,2019JJ00,926,727,162,22,8,6,1
14333,GM1963,2020JJ00,997,786,178,18,8,4,3
14356,GM1735,2015JJ00,255,208,45,2,0,0,0
14369,GM1735,2016JJ00,265,227,28,6,1,3,0
14382,GM1735,2017JJ00,249,207,37,1,2,2,0
14395,GM1735,2018JJ00,315,270,37,5,1,1,1
14408,GM1735,2019JJ00,229,203,19,4,0,2,1
14421,GM1735,2020JJ00,210,171,32,5,1,1,0
14444,GM1966,2015JJ00,0,0,0,0,0,0,0
14457,GM1966,2016JJ00,0,0,0,0,0,0,0
14470,GM1966,2017JJ00,0,0,0,0,0,0,0
14483,GM1966,2018JJ00,0,0,0,0,0,0,0
14496,GM1966,2019JJ00,437,272,132,18,11,2,2
14509,GM1966,2020JJ00,469,325,124,12,2,6,0
14532,GM1911,2015JJ00,373,272,88,5,2,6,0
14545,GM1911,2016JJ00,601,435,145,12,4,2,3
14558,GM1911,2017JJ00,626,451,142,20,7,6,0
14571,GM1911,2018JJ00,521,390,111,15,4,1,0
14584,GM1911,2019JJ00,515,348,138,17,6,6,0
14597,GM1911,2020JJ00,581,399,139,25,7,8,3
14620,GM0118,2015JJ00,981,803,122,31,11,11,3
14633,GM0118,2016JJ00,1002,873,99,18,7,3,2
14646,GM0118,2017JJ00,958,835,99,17,3,4,0
14659,GM0118,2018JJ00,866,745,102,10,4,5,0
14672,GM0118,2019JJ00,877,745,97,23,5,4,3
14685,GM0118,2020JJ00,787,670,86,21,5,5,0
14708,GM0018,2015JJ00,571,474,64,22,6,4,1
14721,GM0018,2016JJ00,570,466,73,16,8,5,2
14734,GM0018,2017JJ00,484,407,51,12,7,6,1
14747,GM0018,2018JJ00,6,6,0,0,0,0,0
14760,GM0018,2019JJ00,0,0,0,0,0,0,0
14773,GM0018,2020JJ00,0,0,0,0,0,0,0
14796,GM0405,2015JJ00,992,886,78,17,3,7,1
14809,GM0405,2016JJ00,1305,1176,100,14,6,8,1
14822,GM0405,2017JJ00,1398,1238,118,23,10,8,1
14835,GM0405,2018JJ00,1148,1014,107,17,4,5,1
14848,GM0405,2019JJ00,1212,1042,125,20,15,10,0
14861,GM0405,2020JJ00,1052,886,118,30,10,6,2
14884,GM1507,2015JJ00,325,276,36,8,0,5,0
14897,GM1507,2016JJ00,312,261,39,10,0,2,0
14910,GM1507,2017JJ00,386,331,41,9,2,1,2
14923,GM1507,2018JJ00,498,412,75,7,1,2,1
14936,GM1507,2019JJ00,529,428,86,9,4,2,0
14949,GM1507,2020JJ00,477,404,62,6,3,1,1
14972,GM0321,2015JJ00,405,380,19,4,1,1,0
14985,GM0321,2016JJ00,494,462,27,3,2,0,0
14998,GM0321,2017JJ00,596,547,38,8,3,0,0
15011,GM0321,2018JJ00,591,539,45,4,3,0,0
15024,GM0321,2019JJ00,515,477,29,7,1,1,0
15037,GM0321,2020JJ00,565,516,35,8,3,3,0
15060,GM0406,2015JJ00,576,521,40,9,4,1,1
15073,GM0406,2016JJ00,547,470,59,12,4,1,1
15086,GM0406,2017JJ00,547,469,57,10,3,7,1
15099,GM0406,2018JJ00,591,522,52,12,1,4,0
15112,GM0406,2019JJ00,546,473,57,9,4,1,2
15125,GM0406,2020JJ00,418,356,47,9,3,2,1
15148,GM0677,2015JJ00,346,265,52,14,6,7,2
15161,GM0677,2016JJ00,310,217,74,12,1,5,1
15174,GM0677,2017JJ00,273,222,30,14,4,2,1
15187,GM0677,2018JJ00,284,212,51,15,1,5,0
15200,GM0677,2019JJ00,315,240,59,9,4,3,0
15213,GM0677,2020JJ00,312,235,58,13,2,2,2
15236,GM0353,2015JJ00,330,305,18,5,2,0,0
15249,GM0353,2016JJ00,391,361,18,6,1,1,4
15262,GM0353,2017JJ00,498,475,16,3,3,0,1
15275,GM0353,2018JJ00,486,455,18,8,2,1,2
15288,GM0353,2019JJ00,430,410,13,4,2,1,0
15301,GM0353,2020JJ00,444,420,19,5,0,0,0
15324,GM1884,2015JJ00,205,150,42,6,3,1,3
15337,GM1884,2016JJ00,258,180,69,6,0,2,1
15350,GM1884,2017JJ00,282,211,60,7,1,2,1
15363,GM1884,2018JJ00,291,203,78,6,3,1,0
15376,GM1884,2019JJ00,348,240,90,13,3,2,0
15389,GM1884,2020JJ00,354,254,82,11,3,4,0
15412,GM0166,2015JJ00,368,341,23,2,0,2,0
15425,GM0166,2016JJ00,515,461,41,7,4,1,1
15438,GM0166,2017JJ00,483,407,56,12,4,4,0
15451,GM0166,2018JJ00,506,435,49,14,4,4,0
15464,GM0166,2019JJ00,464,396,54,10,3,0,1
15477,GM0166,2020JJ00,511,427,66,10,5,2,1
15500,GM0678,2015JJ00,162,113,38,6,4,1,0
15513,GM0678,2016JJ00,133,94,33,3,2,1,0
15526,GM0678,2017JJ00,154,115,33,3,2,1,0
15539,GM0678,2018JJ00,146,114,19,7,3,3,0
15552,GM0678,2019JJ00,151,123,23,2,1,2,0
15565,GM0678,2020JJ00,145,113,26,5,0,1,0
15588,GM0537,2015JJ00,544,476,47,10,6,4,1
15601,GM0537,2016JJ00,643,586,45,6,1,4,0
15614,GM0537,2017JJ00,627,565,50,5,2,2,3
15627,GM0537,2018JJ00,712,628,60,17,3,4,0
15640,GM0537,2019JJ00,688,603,62,12,4,5,2
15653,GM0537,2020JJ00,709,631,59,11,5,3,0
15676,GM0928,2015JJ00,656,543,86,12,1,9,5
15689,GM0928,2016JJ00,704,562,101,24,3,9,5
15702,GM0928,2017JJ00,764,636,87,18,12,10,1
15715,GM0928,2018JJ00,736,634,81,11,2,3,5
15728,GM0928,2019JJ00,813,728,61,17,1,5,1
15741,GM0928,2020JJ00,805,725,70,5,4,1,0
15764,GM1598,2015JJ00,174,141,32,1,0,0,0
15777,GM1598,2016JJ00,296,239,44,10,2,1,0
15790,GM1598,2017JJ00,349,273,65,8,3,0,0
15803,GM1598,2018JJ00,227,192,30,2,1,2,0
15816,GM1598,2019JJ00,248,197,43,6,0,2,0
15829,GM1598,2020JJ00,263,194,46,14,5,3,1
15852,GM0079,2015JJ00,111,57,47,6,1,0,0
15865,GM0079,2016JJ00,124,89,31,2,1,1,0
15878,GM0079,2017JJ00,101,68,31,1,1,0,0
15891,GM0079,2018JJ00,96,72,17,4,1,2,0
15904,GM0079,2019JJ00,0,0,0,0,0,0,0
15917,GM0079,2020JJ00,0,0,0,0,0,0,0
15940,GM0588,2015JJ00,83,67,14,2,0,0,0
15953,GM0588,2016JJ00,79,61,15,2,0,1,0
15966,GM0588,2017JJ00,75,54,18,1,1,1,0
15979,GM0588,2018JJ00,91,69,18,2,2,0,0
15992,GM0588,2019JJ00,0,0,0,0,0,0,0
16005,GM0588,2020JJ00,0,0,0,0,0,0,0
16028,GM0542,2015JJ00,670,540,100,19,4,4,3
16041,GM0542,2016JJ00,558,423,94,20,9,9,3
16054,GM0542,2017JJ00,343,260,69,8,1,2,3
16067,GM0542,2018JJ00,308,252,39,5,3,5,4
16080,GM0542,2019JJ00,289,243,30,8,1,6,1
16093,GM0542,2020JJ00,279,226,36,5,3,7,2
16116,GM1931,2015JJ00,455,359,70,12,6,6,2
16129,GM1931,2016JJ00,445,347,90,1,1,6,0
16142,GM1931,2017JJ00,485,366,106,7,3,2,1
16155,GM1931,2018JJ00,556,397,129,17,1,7,5
16168,GM1931,2019JJ00,495,319,155,13,3,5,0
16181,GM1931,2020JJ00,509,394,94,11,6,3,1
16204,GM1659,2015JJ00,255,217,28,3,1,4,2
16217,GM1659,2016JJ00,253,208,38,5,1,0,1
16230,GM1659,2017JJ00,280,212,59,7,2,0,0
16243,GM1659,2018JJ00,307,237,58,4,2,6,0
16256,GM1659,2019JJ00,257,198,47,5,3,4,0
16269,GM1659,2020JJ00,269,220,40,5,3,1,0
16292,GM1685,2015JJ00,171,129,37,3,1,1,0
16305,GM1685,2016JJ00,210,156,42,6,2,4,0
16318,GM1685,2017JJ00,226,182,40,2,2,0,0
16331,GM1685,2018JJ00,247,154,81,3,6,3,0
16344,GM1685,2019JJ00,206,140,56,6,1,2,1
16357,GM1685,2020JJ00,196,139,46,8,2,1,0
16380,GM0882,2015JJ00,387,323,43,7,6,8,0
16393,GM0882,2016JJ00,377,290,73,9,2,2,1
16406,GM0882,2017JJ00,343,276,50,12,0,4,1
16419,GM0882,2018JJ00,420,354,53,8,2,2,1
16432,GM0882,2019JJ00,476,432,38,3,0,1,2
16445,GM0882,2020JJ00,454,403,39,8,1,3,0
16468,GM0415,2015JJ00,118,94,18,3,1,2,0
16481,GM0415,2016JJ00,126,89,31,3,0,2,1
16494,GM0415,2017JJ00,171,130,27,10,1,3,0
16507,GM0415,2018JJ00,180,147,28,2,3,0,0
16520,GM0415,2019JJ00,136,106,23,5,1,0,1
16533,GM0415,2020JJ00,183,141,37,2,2,0,1
16556,GM0416,2015JJ00,224,187,28,3,4,1,1
16569,GM0416,2016JJ00,324,275,35,8,2,3,1
16582,GM0416,2017JJ00,372,322,42,7,1,0,0
16595,GM0416,2018JJ00,270,229,29,7,2,3,0
16608,GM0416,2019JJ00,302,242,48,7,2,2,1
16621,GM0416,2020JJ00,270,218,45,6,1,0,0
16644,GM1621,2015JJ00,1771,1437,282,31,6,8,7
16657,GM1621,2016JJ00,1360,1115,191,32,10,8,4
16670,GM1621,2017JJ00,800,652,103,32,4,5,4
16683,GM1621,2018JJ00,699,577,77,18,10,12,5
16696,GM1621,2019JJ00,777,593,133,22,12,12,5
16709,GM1621,2020JJ00,716,555,119,18,11,9,4
16732,GM0417,2015JJ00,209,176,27,4,1,1,0
16745,GM0417,2016JJ00,246,217,22,5,1,1,0
16758,GM0417,2017JJ00,238,202,30,2,2,0,2
16771,GM0417,2018JJ00,248,218,18,7,2,2,1
16784,GM0417,2019JJ00,257,232,16,6,0,1,0
16797,GM0417,2020JJ00,188,169,13,3,2,1,0
16820,GM0022,2015JJ00,320,243,58,13,2,4,0
16833,GM0022,2016JJ00,330,267,47,7,6,3,0
16846,GM0022,2017JJ00,262,223,30,6,1,1,1
16859,GM0022,2018JJ00,266,218,36,7,2,3,0
16872,GM0022,2019JJ00,1,1,0,0,0,0,0
16885,GM0022,2020JJ00,0,0,0,0,0,0,0
16908,GM0545,2015JJ00,222,183,34,3,1,1,0
16921,GM0545,2016JJ00,238,211,22,2,1,2,0
16934,GM0545,2017JJ00,255,208,35,7,3,2,0
16947,GM0545,2018JJ00,258,184,62,6,4,1,1
16960,GM0545,2019JJ00,1,0,1,0,0,0,0
16973,GM0545,2020JJ00,0,0,0,0,0,0,0
16996,GM0080,2015JJ00,2362,1899,308,75,38,29,13
17009,GM0080,2016JJ00,2689,2308,271,60,21,28,1
17022,GM0080,2017JJ00,2178,1883,218,45,11,18,3
17035,GM0080,2018JJ00,2287,1999,223,41,8,15,1
17048,GM0080,2019JJ00,2249,1918,243,49,13,21,5
17061,GM0080,2020JJ00,2102,1844,185,49,10,12,2
17084,GM0081,2015JJ00,78,49,24,2,0,3,0
17097,GM0081,2016JJ00,85,62,19,0,2,1,1
17110,GM0081,2017JJ00,82,67,8,5,1,1,0
17123,GM0081,2018JJ00,0,0,0,0,0,0,0
17136,GM0081,2019JJ00,0,0,0,0,0,0,0
17149,GM0081,2020JJ00,0,0,0,0,0,0,0
17172,GM0546,2015JJ00,1573,1449,82,17,8,11,5
17185,GM0546,2016JJ00,1907,1748,116,22,8,10,3
17198,GM0546,2017JJ00,2104,1940,123,27,8,6,0
17211,GM0546,2018JJ00,2287,2095,145,29,10,6,2
17224,GM0546,2019JJ00,2346,2166,143,16,12,6,3
17237,GM0546,2020JJ00,2064,1836,172,33,6,15,2
17260,GM0547,2015JJ00,236,210,23,2,1,0,0
17273,GM0547,2016JJ00,311,279,24,3,2,1,2
17286,GM0547,2017JJ00,290,266,20,2,0,2,0
17299,GM0547,2018JJ00,350,305,36,3,3,2,1
17312,GM0547,2019JJ00,341,301,35,4,0,1,0
17325,GM0547,2020JJ00,300,251,40,6,2,1,0
17348,GM1916,2015JJ00,1067,951,90,14,4,6,2
17361,GM1916,2016JJ00,938,814,93,16,9,3,3
17374,GM1916,2017JJ00,996,876,85,18,9,4,4
17387,GM1916,2018JJ00,1003,877,101,13,7,3,2
17400,GM1916,2019JJ00,1143,964,127,33,10,5,4
17413,GM1916,2020JJ00,1100,931,117,24,13,8,7
17436,GM0995,2015JJ00,1667,1508,110,21,13,9,6
17449,GM0995,2016JJ00,1851,1582,193,42,12,18,4
17462,GM0995,2017JJ00,1774,1513,171,43,15,23,9
17475,GM0995,2018JJ00,1655,1408,164,38,21,19,5
17488,GM0995,2019JJ00,1308,1112,132,36,11,9,8
17501,GM0995,2020JJ00,1510,1261,157,43,15,27,7
17524,GM1640,2015JJ00,310,236,63,7,2,2,0
17537,GM1640,2016JJ00,323,252,52,11,5,2,1
17550,GM1640,2017JJ00,440,347,75,7,3,5,3
17563,GM1640,2018JJ00,431,339,74,12,4,1,1
17576,GM1640,2019JJ00,485,391,79,12,2,0,1
17589,GM1640,2020JJ00,426,351,68,3,4,0,0
17612,GM0327,2015JJ00,234,215,14,2,3,0,0
17625,GM0327,2016JJ00,249,228,18,2,0,0,1
17638,GM0327,2017JJ00,309,284,15,6,3,0,1
17651,GM0327,2018JJ00,279,254,18,5,1,1,0
17664,GM0327,2019JJ00,290,265,20,4,0,0,1
17677,GM0327,2020JJ00,302,279,19,3,0,1,0
17700,GM0733,2015JJ00,170,106,56,3,1,3,0
17713,GM0733,2016JJ00,161,112,44,4,0,0,1
17726,GM0733,2017JJ00,217,138,68,8,0,2,1
17739,GM0733,2018JJ00,173,114,46,10,1,2,0
17752,GM0733,2019JJ00,0,0,0,0,0,0,0
17765,GM0733,2020JJ00,0,0,0,0,0,0,0
17788,GM1705,2015JJ00,365,287,58,12,3,5,0
17801,GM1705,2016JJ00,388,298,76,10,1,3,0
17814,GM1705,2017JJ00,408,325,70,7,3,3,0
17827,GM1705,2018JJ00,508,420,79,6,1,2,0
17840,GM1705,2019JJ00,398,324,65,3,2,3,1
17853,GM1705,2020JJ00,398,327,62,7,2,0,0
17876,GM0553,2015JJ00,212,186,21,2,0,2,1
17889,GM0553,2016JJ00,257,229,17,5,3,3,0
17902,GM0553,2017JJ00,233,209,19,3,0,2,0
17915,GM0553,2018JJ00,264,249,6,4,4,1,0
17928,GM0553,2019JJ00,286,247,27,8,1,3,0
17941,GM0553,2020JJ00,268,235,24,6,1,1,1
17964,GM0140,2015JJ00,65,38,24,2,0,1,0
17977,GM0140,2016JJ00,98,68,29,0,1,0,0
17990,GM0140,2017JJ00,87,62,21,0,1,2,1
18003,GM0140,2018JJ00,0,0,0,0,0,0,0
18016,GM0140,2019JJ00,0,0,0,0,0,0,0
18029,GM0140,2020JJ00,0,0,0,0,0,0,0
18052,GM0262,2015JJ00,233,192,33,3,2,2,1
18065,GM0262,2016JJ00,310,263,39,2,3,3,0
18078,GM0262,2017JJ00,305,234,57,9,2,3,0
18091,GM0262,2018JJ00,314,244,62,4,2,1,1
18104,GM0262,2019JJ00,256,191,56,5,3,1,0
18117,GM0262,2020JJ00,210,139,56,8,3,4,0
18140,GM0809,2015JJ00,244,227,14,0,2,0,1
18153,GM0809,2016JJ00,270,246,17,6,0,1,0
18166,GM0809,2017JJ00,251,223,17,5,5,1,0
18179,GM0809,2018JJ00,319,273,38,5,1,2,0
18192,GM0809,2019JJ00,348,305,35,3,4,1,0
18205,GM0809,2020JJ00,283,246,26,9,1,1,0
18228,GM0331,2015JJ00,114,85,26,1,1,0,1
18241,GM0331,2016JJ00,124,103,18,3,0,0,0
18254,GM0331,2017JJ00,156,130,22,3,1,0,0
18267,GM0331,2018JJ00,162,135,27,0,0,0,0
18280,GM0331,2019JJ00,141,116,24,1,0,0,0
18293,GM0331,2020JJ00,171,146,20,5,0,0,0
18316,GM0024,2015JJ00,97,67,26,3,1,0,0
18329,GM0024,2016JJ00,116,89,26,1,0,0,0
18342,GM0024,2017JJ00,100,78,18,2,2,0,0
18355,GM0024,2018JJ00,107,75,29,1,0,1,1
18368,GM0024,2019JJ00,104,80,19,4,0,1,0
18381,GM0024,2020JJ00,104,81,21,2,0,0,0
18404,GM0168,2015JJ00,173,140,29,1,1,2,0
18417,GM0168,2016JJ00,219,179,38,2,0,0,0
18430,GM0168,2017JJ00,218,166,44,5,1,2,0
18443,GM0168,2018JJ00,193,162,29,1,1,0,0
18456,GM0168,2019JJ00,180,135,39,5,1,0,0
18469,GM0168,2020JJ00,139,114,21,4,0,0,0
18492,GM0263,2015JJ00,334,262,62,6,0,2,2
18505,GM0263,2016JJ00,395,312,70,4,3,3,3
18518,GM0263,2017JJ00,454,349,90,6,3,5,1
18531,GM0263,2018JJ00,507,395,87,15,5,5,0
18544,GM0263,2019JJ00,371,282,70,13,4,2,0
18557,GM0263,2020JJ00,434,353,60,15,3,2,1
18580,GM1641,2015JJ00,176,142,27,4,2,1,0
18593,GM1641,2016JJ00,227,186,32,5,1,3,0
18606,GM1641,2017JJ00,264,222,38,3,1,0,0
18619,GM1641,2018JJ00,306,261,39,5,0,1,0
18632,GM1641,2019JJ00,337,274,54,4,2,3,0
18645,GM1641,2020JJ00,259,216,35,5,2,0,1
18668,GM0556,2015JJ00,1153,947,160,29,7,5,5
18681,GM0556,2016JJ00,888,737,115,17,6,11,2
18694,GM0556,2017JJ00,512,431,50,13,6,5,7
18707,GM0556,2018JJ00,428,371,33,9,5,7,3
18720,GM0556,2019JJ00,419,359,43,8,2,6,1
18733,GM0556,2020JJ00,434,371,51,5,4,3,0
18756,GM0935,2015JJ00,1947,1607,256,36,20,20,7
18769,GM0935,2016JJ00,1989,1644,261,45,12,15,12
18782,GM0935,2017JJ00,1959,1649,215,46,23,19,7
18795,GM0935,2018JJ00,2188,1939,198,30,5,8,8
18808,GM0935,2019JJ00,2376,2168,168,26,3,8,3
18821,GM0935,2020JJ00,2027,1854,126,28,7,8,4
18844,GM1663,2015JJ00,127,40,67,12,6,2,0
18857,GM1663,2016JJ00,122,43,70,7,1,0,1
18870,GM1663,2017JJ00,106,38,58,6,1,2,1
18883,GM1663,2018JJ00,87,38,45,2,2,0,0
18896,GM1663,2019JJ00,3,1,1,1,0,0,0
18909,GM1663,2020JJ00,0,0,0,0,0,0,0
18932,GM0025,2015JJ00,177,118,47,6,3,1,2
18945,GM0025,2016JJ00,240,168,59,8,2,2,1
18958,GM0025,2017JJ00,221,177,38,5,0,1,0
18971,GM0025,2018JJ00,225,184,37,3,0,0,1
18984,GM0025,2019JJ00,0,0,0,0,0,0,0
18997,GM0025,2020JJ00,0,0,0,0,0,0,0
19020,GM0420,2015JJ00,395,299,87,6,3,0,0
19033,GM0420,2016JJ00,490,373,95,13,1,5,3
19046,GM0420,2017JJ00,570,408,142,13,3,4,0
19059,GM0420,2018JJ00,503,385,105,7,4,2,0
19072,GM0420,2019JJ00,516,393,108,10,2,3,0
19085,GM0420,2020JJ00,451,322,100,18,5,6,0
19108,GM0938,2015JJ00,167,106,46,10,1,4,0
19121,GM0938,2016JJ00,160,118,31,7,1,2,1
19134,GM0938,2017JJ00,168,123,32,9,1,2,1
19147,GM0938,2018JJ00,209,166,35,6,0,2,0
19160,GM0938,2019JJ00,197,163,25,3,3,2,1
19173,GM0938,2020JJ00,188,165,19,3,0,1,0
19196,GM1948,2015JJ00,0,0,0,0,0,0,0
19209,GM1948,2016JJ00,0,0,0,0,0,0,0
19222,GM1948,2017JJ00,1167,972,148,30,6,9,2
19235,GM1948,2018JJ00,1216,986,181,29,9,7,4
19248,GM1948,2019JJ00,1264,1026,193,33,6,4,2
19261,GM1948,2020JJ00,1069,876,140,32,10,9,2
19284,GM1908,2015JJ00,112,75,28,7,1,1,0
19297,GM1908,2016JJ00,125,97,16,5,4,3,0
19310,GM1908,2017JJ00,132,112,17,2,1,0,0
19323,GM1908,2018JJ00,0,0,0,0,0,0,0
19336,GM1908,2019JJ00,0,0,0,0,0,0,0
19349,GM1908,2020JJ00,0,0,0,0,0,0,0
19372,GM1987,2015JJ00,214,172,37,4,0,1,0
19385,GM1987,2016JJ00,240,186,42,9,2,1,0
19398,GM1987,2017JJ00,188,148,32,4,3,0,1
19411,GM1987,2018JJ00,4,2,2,0,0,0,0
19424,GM1987,2019JJ00,0,0,0,0,0,0,0
19437,GM1987,2020JJ00,0,0,0,0,0,0,0
19460,GM0119,2015JJ00,547,435,87,17,4,1,3
19473,GM0119,2016JJ00,545,481,45,10,4,4,1
19486,GM0119,2017JJ00,511,464,37,9,0,1,0
19499,GM0119,2018JJ00,401,354,28,10,7,2,0
19512,GM0119,2019JJ00,430,391,31,5,2,1,0
19525,GM0119,2020JJ00,472,415,47,7,3,0,0
19548,GM0687,2015JJ00,865,745,83,20,10,7,0
19561,GM0687,2016JJ00,732,637,67,17,3,8,0
19574,GM0687,2017JJ00,724,615,85,16,3,2,3
19587,GM0687,2018JJ00,659,575,66,13,3,2,0
19600,GM0687,2019JJ00,754,639,80,19,7,8,1
19613,GM0687,2020JJ00,721,619,69,18,8,5,2
19636,GM1842,2015JJ00,212,177,27,5,1,1,1
19649,GM1842,2016JJ00,248,201,43,3,1,0,0
19662,GM1842,2017JJ00,296,236,51,7,0,2,0
19675,GM1842,2018JJ00,329,239,77,11,1,0,1
19688,GM1842,2019JJ00,298,226,64,7,0,1,0
19701,GM1842,2020JJ00,331,257,66,6,0,2,0
19724,GM1731,2015JJ00,532,324,173,25,3,5,2
19737,GM1731,2016JJ00,638,453,158,17,7,2,1
19750,GM1731,2017JJ00,565,410,134,13,4,4,0
19763,GM1731,2018JJ00,512,397,96,12,2,3,2
19776,GM1731,2019JJ00,498,389,89,15,4,1,0
19789,GM1731,2020JJ00,469,352,98,12,3,3,1
19812,GM1952,2015JJ00,0,0,0,0,0,0,0
19825,GM1952,2016JJ00,0,0,0,0,0,0,0
19838,GM1952,2017JJ00,0,0,0,0,0,0,0
19851,GM1952,2018JJ00,899,714,137,30,11,6,1
19864,GM1952,2019JJ00,997,822,144,17,7,6,1
19877,GM1952,2020JJ00,984,828,118,22,9,6,1
19900,GM0815,2015JJ00,70,61,6,1,0,2,0
19913,GM0815,2016JJ00,98,73,19,5,0,1,0
19926,GM0815,2017JJ00,89,58,23,6,1,1,0
19939,GM0815,2018JJ00,113,76,33,2,1,1,0
19952,GM0815,2019JJ00,109,67,37,4,0,1,0
19965,GM0815,2020JJ00,105,79,23,2,1,0,0
19988,GM1709,2015JJ00,413,270,126,9,3,3,2
20001,GM1709,2016JJ00,502,300,178,13,8,1,2
20014,GM1709,2017JJ00,542,365,158,8,6,4,1
20027,GM1709,2018JJ00,690,489,174,19,4,4,0
20040,GM1709,2019JJ00,1043,738,265,21,10,8,1
20053,GM1709,2020JJ00,853,575,228,30,9,10,1
20076,GM1978,2015JJ00,0,0,0,0,0,0,0
20089,GM1978,2016JJ00,0,0,0,0,0,0,0
20102,GM1978,2017JJ00,0,0,0,0,0,0,0
20115,GM1978,2018JJ00,0,0,0,0,0,0,0
20128,GM1978,2019JJ00,403,275,107,10,7,3,1
20141,GM1978,2020JJ00,395,278,95,12,3,5,2
20164,GM1927,2015JJ00,191,130,51,6,2,2,0
20177,GM1927,2016JJ00,231,158,68,3,1,1,0
20190,GM1927,2017JJ00,226,161,60,3,1,0,1
20203,GM1927,2018JJ00,249,163,71,9,3,3,0
20216,GM1927,2019JJ00,0,0,0,0,0,0,0
20229,GM1927,2020JJ00,0,0,0,0,0,0,0
20252,GM1955,2015JJ00,268,214,44,4,1,5,0
20265,GM1955,2016JJ00,386,305,67,9,3,2,0
20278,GM1955,2017JJ00,382,294,76,6,3,1,2
20291,GM1955,2018JJ00,411,327,70,11,1,1,1
20304,GM1955,2019JJ00,355,288,60,7,0,0,0
20317,GM1955,2020JJ00,344,277,50,10,4,2,1
20340,GM0335,2015JJ00,100,92,6,1,0,1,0
20353,GM0335,2016JJ00,98,89,6,0,3,0,0
20366,GM0335,2017JJ00,125,115,8,2,0,0,0
20379,GM0335,2018JJ00,146,137,8,0,1,0,0
20392,GM0335,2019JJ00,121,112,6,0,2,1,0
20405,GM0335,2020JJ00,127,114,10,2,0,0,1
20428,GM0944,2015JJ00,58,41,16,1,0,0,0
20441,GM0944,2016JJ00,67,50,15,1,0,1,0
20454,GM0944,2017JJ00,106,79,21,4,0,2,0
20467,GM0944,2018JJ00,129,87,37,4,0,1,0
20480,GM0944,2019JJ00,113,83,26,3,1,0,0
20493,GM0944,2020JJ00,96,72,21,3,0,0,0
20516,GM0424,2015JJ00,0,0,0,0,0,0,0
20529,GM0424,2016JJ00,0,0,0,0,0,0,0
20542,GM0424,2017JJ00,0,0,0,0,0,0,0
20555,GM0424,2018JJ00,0,0,0,0,0,0,0
20568,GM0424,2019JJ00,0,0,0,0,0,0,0
20581,GM0424,2020JJ00,0,0,0,0,0,0,0
20604,GM0425,2015JJ00,0,0,0,0,0,0,0
20617,GM0425,2016JJ00,0,0,0,0,0,0,0
20630,GM0425,2017JJ00,0,0,0,0,0,0,0
20643,GM0425,2018JJ00,0,0,0,0,0,0,0
20656,GM0425,2019JJ00,0,0,0,0,0,0,0
20669,GM0425,2020JJ00,0,0,0,0,0,0,0
20692,GM1740,2015JJ00,374,283,79,6,3,3,0
20705,GM1740,2016JJ00,356,270,65,13,4,3,1
20718,GM1740,2017JJ00,393,297,73,12,6,3,2
20731,GM1740,2018JJ00,480,356,96,15,8,4,1
